$Y:\mLB_TP2\08_Projektbearbeitung\utg\Pruefung\Druckproben\Druckversuch_DIN50106.zs2
Vorkraft                                500 N
Prüfgeschwindigkeit                     0.0067 1/s
Durchmesser                             9.95 mm
Probenhoehe                             13.99 mm
$
         Standardweg;       Standardkraft;           Pruefzeit
 8.361048698425e+000; 1.336790156250e+005; 1.004800033569e+002
 8.363004684448e+000; 1.337219375000e+005; 1.005000000000e+002
 8.364836692810e+000; 1.337659375000e+005; 1.005200042725e+002
 8.366744041443e+000; 1.338070625000e+005; 1.005400009155e+002
 8.368650436401e+000; 1.338478437500e+005; 1.005599975586e+002
 8.370432853699e+000; 1.338904062500e+005; 1.005800018311e+002
 8.372364044189e+000; 1.339318906250e+005; 1.005999984741e+002
 8.374221801758e+000; 1.339744531250e+005; 1.006200027466e+002
 8.376053810120e+000; 1.340188125000e+005; 1.006399993896e+002
 8.378009796143e+000; 1.340617343750e+005; 1.006600036621e+002
 8.379866600037e+000; 1.341025156250e+005; 1.006800003052e+002
 8.381748199463e+000; 1.341436406250e+005; 1.006999969482e+002
 8.383581161499e+000; 1.341829843750e+005; 1.007200012207e+002
 8.385487556458e+000; 1.342216093750e+005; 1.007399978638e+002
 8.387344360352e+000; 1.342602500000e+005; 1.007600021362e+002
 8.389176368713e+000; 1.342963750000e+005; 1.007799987793e+002
 8.391083717346e+000; 1.343321406250e+005; 1.008000030518e+002
 8.392915725708e+000; 1.343689843750e+005; 1.008199996948e+002
 8.394871711731e+000; 1.344054687500e+005; 1.008400039673e+002
 8.396753311157e+000; 1.344380156250e+005; 1.008600006104e+002
 8.398586273193e+000; 1.344730625000e+005; 1.008799972534e+002
 8.400492668152e+000; 1.345102656250e+005; 1.009000015259e+002
 8.402324676514e+000; 1.345417343750e+005; 1.009199981689e+002
 8.404206275940e+000; 1.345739375000e+005; 1.009400024414e+002
 8.406064033508e+000; 1.346111250000e+005; 1.009599990845e+002
 8.407945632935e+000; 1.346469062500e+005; 1.009800033569e+002
 8.409802436829e+000; 1.346855312500e+005; 1.010000000000e+002
 8.411684036255e+000; 1.347252343750e+005; 1.010200042725e+002
 8.413640022278e+000; 1.347677968750e+005; 1.010400009155e+002
 8.415448188782e+000; 1.348075000000e+005; 1.010599975586e+002
 8.417354583740e+000; 1.348507812500e+005; 1.010800018311e+002
 8.419260978699e+000; 1.348883281250e+005; 1.010999984741e+002
 8.421043395996e+000; 1.349326875000e+005; 1.011200027466e+002
 8.422975540161e+000; 1.349695312500e+005; 1.011399993896e+002
 8.424832344055e+000; 1.350131562500e+005; 1.011600036621e+002
 8.426664352417e+000; 1.350553750000e+005; 1.011800003052e+002
 8.428595542908e+000; 1.350968593750e+005; 1.011999969482e+002
 8.430478096008e+000; 1.351369218750e+005; 1.012200012207e+002
 8.432359695435e+000; 1.351816250000e+005; 1.012399978638e+002
 8.434191703796e+000; 1.352184687500e+005; 1.012600021362e+002
 8.436122894287e+000; 1.352567500000e+005; 1.012799987793e+002
 8.437955856323e+000; 1.352975156250e+005; 1.013000030518e+002
 8.439812660217e+000; 1.353343593750e+005; 1.013199996948e+002
 8.441743850708e+000; 1.353697656250e+005; 1.013400039673e+002
 8.443526268005e+000; 1.354073281250e+005; 1.013600006104e+002
 8.445482254028e+000; 1.354430937500e+005; 1.013799972534e+002
 8.447364807129e+000; 1.354777968750e+005; 1.014000015259e+002
 8.449196815491e+000; 1.355139218750e+005; 1.014199981689e+002
 8.451103210449e+000; 1.355507500000e+005; 1.014400024414e+002
 8.452960014343e+000; 1.355861718750e+005; 1.014599990845e+002
 8.454817771912e+000; 1.356219375000e+005; 1.014800033569e+002
 8.456674575806e+000; 1.356566250000e+005; 1.015000000000e+002
 8.458531379700e+000; 1.356927500000e+005; 1.015200042725e+002
 8.460388183594e+000; 1.357320937500e+005; 1.015400009155e+002
 8.462270736694e+000; 1.357721562500e+005; 1.015599975586e+002
 8.464226722717e+000; 1.358147187500e+005; 1.015800018311e+002
 8.466058731079e+000; 1.358594375000e+005; 1.015999984741e+002
 8.467940330505e+000; 1.359037812500e+005; 1.016200027466e+002
 8.469871520996e+000; 1.359463437500e+005; 1.016399993896e+002
 8.471679687500e+000; 1.359910625000e+005; 1.016600036621e+002
 8.473610877991e+000; 1.360347031250e+005; 1.016800003052e+002
 8.475467681885e+000; 1.360812031250e+005; 1.016999969482e+002
 8.477300643921e+000; 1.361280468750e+005; 1.017200012207e+002
 8.479231834412e+000; 1.361724062500e+005; 1.017399978638e+002
 8.481088638306e+000; 1.362167500000e+005; 1.017600021362e+002
 8.482970237732e+000; 1.362632500000e+005; 1.017799987793e+002
 8.484827041626e+000; 1.363022500000e+005; 1.018000030518e+002
 8.486709594727e+000; 1.363401562500e+005; 1.018199996948e+002
 8.488541603088e+000; 1.363820000000e+005; 1.018400039673e+002
 8.490398406982e+000; 1.364188437500e+005; 1.018600006104e+002
 8.492329597473e+000; 1.364542500000e+005; 1.018799972534e+002
 8.494112968445e+000; 1.364943125000e+005; 1.019000015259e+002
 8.496068954468e+000; 1.365311562500e+005; 1.019199981689e+002
 8.497975349426e+000; 1.365694218750e+005; 1.019400024414e+002
 8.499807357788e+000; 1.366066250000e+005; 1.019599990845e+002
 8.501714706421e+000; 1.366452500000e+005; 1.019800033569e+002
 8.503571510315e+000; 1.366778125000e+005; 1.020000000000e+002
 8.505453109741e+000; 1.367192968750e+005; 1.020200042725e+002
 8.507309913635e+000; 1.367525625000e+005; 1.020400009155e+002
 8.509167671204e+000; 1.367936875000e+005; 1.020599975586e+002
 8.511049270630e+000; 1.368330468750e+005; 1.020800018311e+002
 8.512930870056e+000; 1.368745312500e+005; 1.020999984741e+002
 8.514862060547e+000; 1.369156562500e+005; 1.021200027466e+002
 8.516694068909e+000; 1.369596562500e+005; 1.021399993896e+002
 8.518551826477e+000; 1.370004375000e+005; 1.021600036621e+002
 8.520483016968e+000; 1.370440781250e+005; 1.021800003052e+002
 8.522265434265e+000; 1.370905625000e+005; 1.021999969482e+002
 8.524196624756e+000; 1.371309843750e+005; 1.022200012207e+002
 8.526029586792e+000; 1.371742656250e+005; 1.022399978638e+002
 8.527861595154e+000; 1.372211250000e+005; 1.022600021362e+002
 8.529817581177e+000; 1.372654687500e+005; 1.022799987793e+002
 8.531699180603e+000; 1.373083906250e+005; 1.023000030518e+002
 8.533581733704e+000; 1.373538281250e+005; 1.023199996948e+002
 8.535438537598e+000; 1.373956718750e+005; 1.023400039673e+002
 8.537344932556e+000; 1.374342968750e+005; 1.023600006104e+002
 8.539176940918e+000; 1.374707812500e+005; 1.023799972534e+002
 8.541059494019e+000; 1.375069062500e+005; 1.024000015259e+002
 8.542965888977e+000; 1.375426718750e+005; 1.024199981689e+002
 8.544748306274e+000; 1.375805937500e+005; 1.024400024414e+002
 8.546704292297e+000; 1.376174375000e+005; 1.024599990845e+002
 8.548610687256e+000; 1.376539218750e+005; 1.024800033569e+002
 8.550443649292e+000; 1.376911093750e+005; 1.025000000000e+002
 8.552350044250e+000; 1.377272343750e+005; 1.025200042725e+002
 8.554182052612e+000; 1.377615781250e+005; 1.025400009155e+002
 8.556038856506e+000; 1.377969843750e+005; 1.025599975586e+002
 8.557921409607e+000; 1.378323906250e+005; 1.025800018311e+002
 8.559778213501e+000; 1.378699531250e+005; 1.025999984741e+002
 8.561635017395e+000; 1.379114531250e+005; 1.026200027466e+002
 8.563516616821e+000; 1.379543593750e+005; 1.026399993896e+002
 8.565473556519e+000; 1.379958593750e+005; 1.026600036621e+002
 8.567330360413e+000; 1.380398593750e+005; 1.026800003052e+002
 8.569187164307e+000; 1.380845625000e+005; 1.026999969482e+002
 8.571118354797e+000; 1.381264062500e+005; 1.027200012207e+002
 8.572901725769e+000; 1.381675468750e+005; 1.027399978638e+002
 8.574808120728e+000; 1.382147656250e+005; 1.027600021362e+002
 8.576689720154e+000; 1.382583906250e+005; 1.027799987793e+002
 8.578521728516e+000; 1.383027500000e+005; 1.028000030518e+002
 8.580428123474e+000; 1.383488906250e+005; 1.028199996948e+002
 8.582310676575e+000; 1.383928906250e+005; 1.028400039673e+002
 8.584217071533e+000; 1.384368750000e+005; 1.028600006104e+002
 8.586049079895e+000; 1.384787187500e+005; 1.028799972534e+002
 8.587930679321e+000; 1.385209375000e+005; 1.029000015259e+002
 8.589788436890e+000; 1.385581250000e+005; 1.029199981689e+002
 8.591645240784e+000; 1.385981875000e+005; 1.029400024414e+002
 8.593551635742e+000; 1.386350312500e+005; 1.029599990845e+002
 8.595334053040e+000; 1.386740156250e+005; 1.029800033569e+002
 8.597315788269e+000; 1.387119375000e+005; 1.030000000000e+002
 8.599222183228e+000; 1.387498437500e+005; 1.030200042725e+002
 8.601054191589e+000; 1.387856093750e+005; 1.030400009155e+002
 8.602960586548e+000; 1.388228125000e+005; 1.030599975586e+002
 8.604793548584e+000; 1.388592968750e+005; 1.030800018311e+002
 8.606675148010e+000; 1.388932812500e+005; 1.030999984741e+002
 8.608556747437e+000; 1.389315468750e+005; 1.031200027466e+002
 8.610413551331e+000; 1.389723281250e+005; 1.031399993896e+002
 8.612295150757e+000; 1.390120312500e+005; 1.031600036621e+002
 8.614152908325e+000; 1.390524375000e+005; 1.031800003052e+002
 8.616084098816e+000; 1.390957187500e+005; 1.031999969482e+002
 8.617940902710e+000; 1.391382812500e+005; 1.032200012207e+002
 8.619797706604e+000; 1.391812031250e+005; 1.032399978638e+002
 8.621705055237e+000; 1.392248437500e+005; 1.032600021362e+002
 8.623512268066e+000; 1.392702656250e+005; 1.032799987793e+002
 8.625443458557e+000; 1.393146250000e+005; 1.033000030518e+002
 8.627275466919e+000; 1.393596875000e+005; 1.033199996948e+002
 8.629108428955e+000; 1.394051250000e+005; 1.033400039673e+002
 8.631039619446e+000; 1.394491093750e+005; 1.033600006104e+002
 8.632896423340e+000; 1.394927500000e+005; 1.033799972534e+002
 8.634802818298e+000; 1.395367500000e+005; 1.034000015259e+002
 8.636660575867e+000; 1.395782343750e+005; 1.034199981689e+002
 8.638542175293e+000; 1.396193750000e+005; 1.034400024414e+002
 8.640423774719e+000; 1.396612187500e+005; 1.034599990845e+002
 8.642280578613e+000; 1.397012812500e+005; 1.034800033569e+002
 8.644186973572e+000; 1.397402656250e+005; 1.035000000000e+002
 8.645995140076e+000; 1.397788906250e+005; 1.035200042725e+002
 8.647926330566e+000; 1.398160937500e+005; 1.035400009155e+002
 8.649857521057e+000; 1.398543593750e+005; 1.035599975586e+002
 8.651664733887e+000; 1.398926406250e+005; 1.035800018311e+002
 8.653572082520e+000; 1.399276875000e+005; 1.035999984741e+002
 8.655404090881e+000; 1.399656093750e+005; 1.036200027466e+002
 8.657285690308e+000; 1.400053125000e+005; 1.036399993896e+002
 8.659142494202e+000; 1.400389218750e+005; 1.036600036621e+002
 8.660975456238e+000; 1.400793437500e+005; 1.036800003052e+002
 8.662857055664e+000; 1.401237031250e+005; 1.036999969482e+002
 8.664738655090e+000; 1.401655468750e+005; 1.037200012207e+002
 8.666669845581e+000; 1.402098906250e+005; 1.037399978638e+002
 8.668552398682e+000; 1.402571093750e+005; 1.037600021362e+002
 8.670384407043e+000; 1.403036093750e+005; 1.037799987793e+002
 8.672315597534e+000; 1.403479687500e+005; 1.038000030518e+002
 8.674147605896e+000; 1.403966093750e+005; 1.038199996948e+002
 8.676054000854e+000; 1.404420312500e+005; 1.038400039673e+002
 8.677936553955e+000; 1.404888906250e+005; 1.038600006104e+002
 8.679743766785e+000; 1.405364531250e+005; 1.038799972534e+002
 8.681674957275e+000; 1.405836718750e+005; 1.039000015259e+002
 8.683556556702e+000; 1.406276718750e+005; 1.039199981689e+002
 8.685463905334e+000; 1.406752343750e+005; 1.039400024414e+002
 8.687295913696e+000; 1.407195937500e+005; 1.039599990845e+002
 8.689152717590e+000; 1.407578593750e+005; 1.039800033569e+002
 8.691034317017e+000; 1.408004218750e+005; 1.040000000000e+002
 8.692867279053e+000; 1.408426406250e+005; 1.040200042725e+002
 8.694773674011e+000; 1.408812656250e+005; 1.040400009155e+002
 8.696580886841e+000; 1.409220468750e+005; 1.040599975586e+002
 8.698512077332e+000; 1.409635312500e+005; 1.040800018311e+002
 8.700443267822e+000; 1.410017968750e+005; 1.040999984741e+002
 8.702276229858e+000; 1.410400781250e+005; 1.041200027466e+002
 8.704182624817e+000; 1.410776250000e+005; 1.041399993896e+002
 8.706039428711e+000; 1.411151875000e+005; 1.041600036621e+002
 8.707921028137e+000; 1.411541718750e+005; 1.041800003052e+002
 8.709803581238e+000; 1.411927968750e+005; 1.041999969482e+002
 8.711635589600e+000; 1.412303593750e+005; 1.042200012207e+002
 8.713517189026e+000; 1.412718437500e+005; 1.042399978638e+002
 8.715373992920e+000; 1.413140625000e+005; 1.042600021362e+002
 8.717306137085e+000; 1.413559062500e+005; 1.042799987793e+002
 8.719187736511e+000; 1.414013281250e+005; 1.043000030518e+002
 8.721019744873e+000; 1.414481875000e+005; 1.043199996948e+002
 8.722950935364e+000; 1.414928906250e+005; 1.043400039673e+002
 8.724759101868e+000; 1.415372500000e+005; 1.043600006104e+002
 8.726665496826e+000; 1.415805312500e+005; 1.043799972534e+002
 8.728522300720e+000; 1.416238125000e+005; 1.044000015259e+002
 8.730354309082e+000; 1.416695937500e+005; 1.044199981689e+002
 8.732286453247e+000; 1.417157343750e+005; 1.044400024414e+002
 8.734143257141e+000; 1.417590156250e+005; 1.044599990845e+002
 8.736049652100e+000; 1.418051562500e+005; 1.044800033569e+002
 8.737906455994e+000; 1.418498593750e+005; 1.045000000000e+002
 8.739788055420e+000; 1.418877812500e+005; 1.045200042725e+002
 8.741670608521e+000; 1.419274843750e+005; 1.045400009155e+002
 8.743502616882e+000; 1.419664687500e+005; 1.045599975586e+002
 8.745433807373e+000; 1.420033125000e+005; 1.045800018311e+002
 8.747217178345e+000; 1.420415781250e+005; 1.045999984741e+002
 8.749148368835e+000; 1.420784218750e+005; 1.046200027466e+002
 8.751054763794e+000; 1.421159687500e+005; 1.046399993896e+002
 8.752886772156e+000; 1.421524531250e+005; 1.046600036621e+002
 8.754793167114e+000; 1.421928750000e+005; 1.046800003052e+002
 8.756650924683e+000; 1.422265000000e+005; 1.046999969482e+002
 8.758532524109e+000; 1.422676250000e+005; 1.047200012207e+002
 8.760389328003e+000; 1.423037500000e+005; 1.047399978638e+002
 8.762221336365e+000; 1.423434531250e+005; 1.047600021362e+002
 8.764128684998e+000; 1.423849531250e+005; 1.047799987793e+002
 8.765985488892e+000; 1.424285937500e+005; 1.048000030518e+002
 8.767916679382e+000; 1.424707968750e+005; 1.048199996948e+002
 8.769798278809e+000; 1.425183593750e+005; 1.048400039673e+002
 8.771631240845e+000; 1.425666562500e+005; 1.048600006104e+002
 8.773562431335e+000; 1.426088593750e+005; 1.048799972534e+002
 8.775394439697e+000; 1.426560781250e+005; 1.049000015259e+002
 8.777276039124e+000; 1.427043593750e+005; 1.049199981689e+002
 8.779157638550e+000; 1.427515781250e+005; 1.049400024414e+002
 8.780990600586e+000; 1.427998593750e+005; 1.049599990845e+002
 8.782921791077e+000; 1.428502968750e+005; 1.049800033569e+002
 8.784778594971e+000; 1.428975000000e+005; 1.050000000000e+002
 8.786684989929e+000; 1.429440000000e+005; 1.050200042725e+002
 8.788517951965e+000; 1.429883593750e+005; 1.050400009155e+002
 8.790399551392e+000; 1.430316406250e+005; 1.050599975586e+002
 8.792281150818e+000; 1.430749218750e+005; 1.050800018311e+002
 8.794113159180e+000; 1.431171250000e+005; 1.050999984741e+002
 8.795995712280e+000; 1.431589687500e+005; 1.051200027466e+002
 8.797827720642e+000; 1.432011718750e+005; 1.051399993896e+002
 8.799709320068e+000; 1.432426718750e+005; 1.051600036621e+002
 8.801665306091e+000; 1.432816562500e+005; 1.051800003052e+002
 8.803498268127e+000; 1.433213593750e+005; 1.051999969482e+002
 8.805404663086e+000; 1.433621406250e+005; 1.052200012207e+002
 8.807261466980e+000; 1.434014843750e+005; 1.052399978638e+002
 8.809143066406e+000; 1.434429687500e+005; 1.052600021362e+002
 8.811024665833e+000; 1.434833906250e+005; 1.052799987793e+002
 8.812857627869e+000; 1.435241562500e+005; 1.053000030518e+002
 8.814764022827e+000; 1.435681562500e+005; 1.053199996948e+002
 8.816596031189e+000; 1.436121562500e+005; 1.053400039673e+002
 8.818527221680e+000; 1.436525625000e+005; 1.053600006104e+002
 8.820434570313e+000; 1.437005000000e+005; 1.053799972534e+002
 8.822241783142e+000; 1.437477187500e+005; 1.054000015259e+002
 8.824172973633e+000; 1.437902812500e+005; 1.054199981689e+002
 8.826004981995e+000; 1.438374843750e+005; 1.054400024414e+002
 8.827862739563e+000; 1.438832656250e+005; 1.054599990845e+002
 8.829769134521e+000; 1.439304843750e+005; 1.054800033569e+002
 8.831576347351e+000; 1.439759062500e+005; 1.055000000000e+002
 8.833507537842e+000; 1.440270625000e+005; 1.055200042725e+002
 8.835365295410e+000; 1.440696250000e+005; 1.055400009155e+002
 8.837271690369e+000; 1.441200625000e+005; 1.055599975586e+002
 8.839153289795e+000; 1.441633437500e+005; 1.055800018311e+002
 8.841010093689e+000; 1.442066093750e+005; 1.055999984741e+002
 8.842891693115e+000; 1.442488281250e+005; 1.056200027466e+002
 8.844724655151e+000; 1.442910312500e+005; 1.056399993896e+002
 8.846655845642e+000; 1.443289375000e+005; 1.056600036621e+002
 8.848487854004e+000; 1.443700781250e+005; 1.056800003052e+002
 8.850344657898e+000; 1.444133593750e+005; 1.056999969482e+002
 8.852301597595e+000; 1.444498437500e+005; 1.057200012207e+002
 8.854133605957e+000; 1.444891875000e+005; 1.057399978638e+002
 8.856040000916e+000; 1.445306718750e+005; 1.057600021362e+002
 8.857896804810e+000; 1.445692968750e+005; 1.057799987793e+002
 8.859754562378e+000; 1.446079375000e+005; 1.058000030518e+002
 8.861611366272e+000; 1.446483437500e+005; 1.058199996948e+002
 8.863443374634e+000; 1.446898437500e+005; 1.058400039673e+002
 8.865349769592e+000; 1.447324062500e+005; 1.058600006104e+002
 8.867182731628e+000; 1.447771093750e+005; 1.058799972534e+002
 8.869113922119e+000; 1.448221875000e+005; 1.059000015259e+002
 8.871045112610e+000; 1.448701093750e+005; 1.059199981689e+002
 8.872827529907e+000; 1.449198281250e+005; 1.059400024414e+002
 8.874758720398e+000; 1.449691875000e+005; 1.059599990845e+002
 8.876641273499e+000; 1.450174843750e+005; 1.059800033569e+002
 8.878498077393e+000; 1.450671875000e+005; 1.060000000000e+002
 8.880404472351e+000; 1.451158437500e+005; 1.060200042725e+002
 8.882236480713e+000; 1.451634062500e+005; 1.060400009155e+002
 8.884143829346e+000; 1.452109843750e+005; 1.060599975586e+002
 8.886000633240e+000; 1.452589062500e+005; 1.060800018311e+002
 8.887907028198e+000; 1.453072031250e+005; 1.060999984741e+002
 8.889763832092e+000; 1.453533437500e+005; 1.061200027466e+002
 8.891621589661e+000; 1.453976875000e+005; 1.061399993896e+002
 8.893527984619e+000; 1.454434687500e+005; 1.061600036621e+002
 8.895359992981e+000; 1.454846093750e+005; 1.061800003052e+002
 8.897241592407e+000; 1.455235937500e+005; 1.061999969482e+002
 8.899074554443e+000; 1.455682968750e+005; 1.062200012207e+002
 8.900956153870e+000; 1.456097968750e+005; 1.062399978638e+002
 8.902912139893e+000; 1.456495000000e+005; 1.062600021362e+002
 8.904744148254e+000; 1.456917031250e+005; 1.062799987793e+002
 8.906650543213e+000; 1.457335468750e+005; 1.063000030518e+002
 8.908508300781e+000; 1.457721875000e+005; 1.063199996948e+002
 8.910389900208e+000; 1.458125937500e+005; 1.063400039673e+002
 8.912271499634e+000; 1.458530156250e+005; 1.063600006104e+002
 8.914128303528e+000; 1.458930781250e+005; 1.063799972534e+002
 8.915986061096e+000; 1.459352812500e+005; 1.064000015259e+002
 8.917842864990e+000; 1.459792812500e+005; 1.064199981689e+002
 8.919774055481e+000; 1.460204062500e+005; 1.064400024414e+002
 8.921655654907e+000; 1.460647656250e+005; 1.064599990845e+002
 8.923463821411e+000; 1.461109062500e+005; 1.064800033569e+002
 8.925370216370e+000; 1.461545468750e+005; 1.065000000000e+002
 8.927227020264e+000; 1.461985312500e+005; 1.065200042725e+002
 8.929083824158e+000; 1.462489687500e+005; 1.065400009155e+002
 8.930991172791e+000; 1.462954687500e+005; 1.065599975586e+002
 8.932798385620e+000; 1.463412500000e+005; 1.065800018311e+002
 8.934729576111e+000; 1.463909687500e+005; 1.065999984741e+002
 8.936611175537e+000; 1.464378281250e+005; 1.066200027466e+002
 8.938517570496e+000; 1.464846875000e+005; 1.066399993896e+002
 8.940375328064e+000; 1.465308281250e+005; 1.066600036621e+002
 8.942232131958e+000; 1.465766093750e+005; 1.066800003052e+002
 8.944138526917e+000; 1.466202343750e+005; 1.066999969482e+002
 8.945970535278e+000; 1.466624531250e+005; 1.067200012207e+002
 8.947877883911e+000; 1.467035781250e+005; 1.067399978638e+002
 8.949709892273e+000; 1.467457812500e+005; 1.067600021362e+002
 8.951591491699e+000; 1.467865625000e+005; 1.067799987793e+002
 8.953547477722e+000; 1.468273437500e+005; 1.068000030518e+002
 8.955380439758e+000; 1.468677500000e+005; 1.068199996948e+002
 8.957262039185e+000; 1.469078125000e+005; 1.068400039673e+002
 8.959118843079e+000; 1.469471562500e+005; 1.068600006104e+002
 8.960975646973e+000; 1.469879375000e+005; 1.068799972534e+002
 8.962858200073e+000; 1.470305000000e+005; 1.069000015259e+002
 8.964690208435e+000; 1.470727031250e+005; 1.069199981689e+002
 8.966596603394e+000; 1.471163437500e+005; 1.069400024414e+002
 8.968428611755e+000; 1.471617656250e+005; 1.069599990845e+002
 8.970335960388e+000; 1.472107656250e+005; 1.069800033569e+002
 8.972267150879e+000; 1.472579843750e+005; 1.070000000000e+002
 8.974074363708e+000; 1.473059218750e+005; 1.070200042725e+002
 8.976005554199e+000; 1.473577812500e+005; 1.070400009155e+002
 8.977862358093e+000; 1.474071406250e+005; 1.070599975586e+002
 8.979695320129e+000; 1.474547031250e+005; 1.070800018311e+002
 8.981626510620e+000; 1.475065781250e+005; 1.070999984741e+002
 8.983458518982e+000; 1.475577187500e+005; 1.071200027466e+002
 8.985340118408e+000; 1.476095781250e+005; 1.071399993896e+002
 8.987247467041e+000; 1.476592968750e+005; 1.071600036621e+002
 8.989129066467e+000; 1.477108125000e+005; 1.071800003052e+002
 8.991010665894e+000; 1.477587343750e+005; 1.071999969482e+002
 8.992817878723e+000; 1.478063125000e+005; 1.072200012207e+002
 8.994750022888e+000; 1.478528125000e+005; 1.072399978638e+002
 8.996557235718e+000; 1.478971562500e+005; 1.072600021362e+002
 8.998463630676e+000; 1.479400781250e+005; 1.072799987793e+002
 9.000320434570e+000; 1.479862187500e+005; 1.073000030518e+002
 9.002178192139e+000; 1.480305781250e+005; 1.073199996948e+002
 9.004134178162e+000; 1.480706406250e+005; 1.073400039673e+002
 9.005966186523e+000; 1.481157031250e+005; 1.073600006104e+002
 9.007872581482e+000; 1.481604062500e+005; 1.073799972534e+002
 9.009754180908e+000; 1.481994062500e+005; 1.074000015259e+002
 9.011611938477e+000; 1.482401718750e+005; 1.074199981689e+002
 9.013468742371e+000; 1.482820156250e+005; 1.074400024414e+002
 9.015325546265e+000; 1.483238750000e+005; 1.074599990845e+002
 9.017231941223e+000; 1.483671562500e+005; 1.074800033569e+002
 9.019064903259e+000; 1.484132968750e+005; 1.075000000000e+002
 9.020971298218e+000; 1.484612187500e+005; 1.075200042725e+002
 9.022902488708e+000; 1.485102187500e+005; 1.075400009155e+002
 9.024684906006e+000; 1.485595781250e+005; 1.075599975586e+002
 9.026617050171e+000; 1.486067968750e+005; 1.075800018311e+002
 9.028498649597e+000; 1.486550781250e+005; 1.075999984741e+002
 9.030330657959e+000; 1.487033750000e+005; 1.076200027466e+002
 9.032237052917e+000; 1.487527343750e+005; 1.076399993896e+002
 9.034045219421e+000; 1.488031562500e+005; 1.076600036621e+002
 9.035951614380e+000; 1.488543125000e+005; 1.076800003052e+002
 9.037833213806e+000; 1.489022343750e+005; 1.076999969482e+002
 9.039739608765e+000; 1.489512500000e+005; 1.077200012207e+002
 9.041621208191e+000; 1.489998906250e+005; 1.077399978638e+002
 9.043454170227e+000; 1.490456718750e+005; 1.077600021362e+002
 9.045360565186e+000; 1.490885937500e+005; 1.077799987793e+002
 9.047192573547e+000; 1.491343750000e+005; 1.078000030518e+002
 9.049098968506e+000; 1.491801562500e+005; 1.078199996948e+002
 9.050956726074e+000; 1.492205781250e+005; 1.078400039673e+002
 9.052813529968e+000; 1.492642187500e+005; 1.078600006104e+002
 9.054794311523e+000; 1.493075000000e+005; 1.078799972534e+002
 9.056626319885e+000; 1.493475468750e+005; 1.079000015259e+002
 9.058459281921e+000; 1.493886875000e+005; 1.079199981689e+002
 9.060340881348e+000; 1.494291093750e+005; 1.079400024414e+002
 9.062197685242e+000; 1.494698750000e+005; 1.079599990845e+002
 9.064079284668e+000; 1.495110156250e+005; 1.079800033569e+002
 9.065912246704e+000; 1.495553593750e+005; 1.080000000000e+002
 9.067818641663e+000; 1.495993593750e+005; 1.080200042725e+002
 9.069675445557e+000; 1.496462187500e+005; 1.080400009155e+002
 9.071581840515e+000; 1.496941406250e+005; 1.080599975586e+002
 9.073513031006e+000; 1.497442187500e+005; 1.080800018311e+002
 9.075321197510e+000; 1.497921562500e+005; 1.080999984741e+002
 9.077252388000e+000; 1.498425781250e+005; 1.081200027466e+002
 9.079133987427e+000; 1.498951562500e+005; 1.081399993896e+002
 9.080941200256e+000; 1.499420156250e+005; 1.081600036621e+002
 9.082873344421e+000; 1.499913750000e+005; 1.081800003052e+002
 9.084705352783e+000; 1.500435937500e+005; 1.081999969482e+002
 9.086586952209e+000; 1.500936718750e+005; 1.082200012207e+002
 9.088493347168e+000; 1.501426718750e+005; 1.082399978638e+002
 9.090375900269e+000; 1.501934687500e+005; 1.082600021362e+002
 9.092232704163e+000; 1.502428281250e+005; 1.082799987793e+002
 9.094064712524e+000; 1.502886093750e+005; 1.083000030518e+002
 9.095995903015e+000; 1.503329687500e+005; 1.083199996948e+002
 9.097804069519e+000; 1.503769531250e+005; 1.083400039673e+002
 9.099685668945e+000; 1.504213125000e+005; 1.083600006104e+002
 9.101542472839e+000; 1.504660156250e+005; 1.083799972534e+002
 9.103399276733e+000; 1.505100156250e+005; 1.084000015259e+002
 9.105355262756e+000; 1.505536562500e+005; 1.084199981689e+002
 9.107213020325e+000; 1.505962187500e+005; 1.084400024414e+002
 9.109094619751e+000; 1.506387812500e+005; 1.084599990845e+002
 9.110976219177e+000; 1.506806250000e+005; 1.084800033569e+002
 9.112833023071e+000; 1.507242656250e+005; 1.085000000000e+002
 9.114715576172e+000; 1.507682656250e+005; 1.085200042725e+002
 9.116547584534e+000; 1.508104687500e+005; 1.085400009155e+002
 9.118478775024e+000; 1.508551718750e+005; 1.085599975586e+002
 9.120310783386e+000; 1.509034687500e+005; 1.085800018311e+002
 9.122193336487e+000; 1.509492500000e+005; 1.085999984741e+002
 9.124149322510e+000; 1.509957500000e+005; 1.086200027466e+002
 9.125931739807e+000; 1.510490312500e+005; 1.086399993896e+002
 9.127862930298e+000; 1.510980312500e+005; 1.086600036621e+002
 9.129719734192e+000; 1.511463281250e+005; 1.086800003052e+002
 9.131552696228e+000; 1.511967656250e+005; 1.086999969482e+002
 9.133459091187e+000; 1.512475468750e+005; 1.087200012207e+002
 9.135291099548e+000; 1.512961875000e+005; 1.087399978638e+002
 9.137148857117e+000; 1.513494843750e+005; 1.087600021362e+002
 9.139055252075e+000; 1.513974218750e+005; 1.087799987793e+002
 9.140986442566e+000; 1.514489218750e+005; 1.088000030518e+002
 9.142843246460e+000; 1.514972031250e+005; 1.088199996948e+002
 9.144675254822e+000; 1.515444218750e+005; 1.088400039673e+002
